Course code,Study Period,Academic Year,Teacher Id,Hours,Course Instance
1286,3.0,2014-2015,19560812-0016,240.0,I-2968
1286,3.0,2014-2015,19750722-0060,120.0,I-2968
1168,4.0,2014-2015,19560812-0016,280.0,I-2969
1168,4.0,2014-2015,19750906-0032,140.0,I-2969
1168,4.0,2014-2015,19920122-0065,100.0,I-2969
1156,4.0,2014-2015,19680712-0028,280.0,I-2970
1156,4.0,2014-2015,19761009-0055,100.0,I-2970
1078,3.0,2014-2015,19650303-0019,280.0,I-2971
1078,3.0,2014-2015,19750512-0043,120.0,I-2971
1257,2.0,2014-2015,19611219-0014,280.0,I-2972
1257,2.0,2014-2015,19780424-0057,120.0,I-2972
1010,1.0,2014-2015,19560705-0025,280.0,I-2973
1010,1.0,2014-2015,19750906-0032,140.0,I-2973
1009,2.0,2014-2015,19570828-0008,280.0,I-2974
1009,2.0,2014-2015,19781130-0054,100.0,I-2974
1009,2.0,2014-2015,19930616-0127,120.0,I-2974
1007,3.0,2014-2015,19640414-0013,280.0,I-2975
1007,3.0,2014-2015,19761020-0044,140.0,I-2975
1007,3.0,2014-2015,19900317-0083,100.0,I-2975
1279,4.0,2015-2016,19610918-0027,280.0,I-2976
1279,4.0,2015-2016,19750722-0060,120.0,I-2976
1224,2.0,2015-2016,19611219-0014,240.0,I-2977
1224,2.0,2015-2016,19751018-0039,120.0,I-2977
1224,2.0,2015-2016,19930919-0137,100.0,I-2977
1116,2.0,2015-2016,19640220-0029,240.0,I-2978
1116,2.0,2015-2016,19780602-0035,100.0,I-2978
1116,2.0,2015-2016,19920602-0073,120.0,I-2978
1086,1.0,2015-2016,19590129-0004,280.0,I-2979
1086,1.0,2015-2016,19790426-0049,120.0,I-2979
1023,4.0,2015-2016,19560705-0025,240.0,I-2980
1023,4.0,2015-2016,19760108-0050,120.0,I-2980
1023,4.0,2015-2016,19910403-0103,100.0,I-2980
1234,4.0,2015-2016,19600905-0003,280.0,I-2981
1234,4.0,2015-2016,19790426-0049,100.0,I-2981
1234,4.0,2015-2016,19900321-0080,140.0,I-2981
1151,2.0,2015-2016,19610620-0006,280.0,I-2982
1151,2.0,2015-2016,19781130-0054,100.0,I-2982
1128,4.0,2015-2016,19690408-0009,280.0,I-2983
1128,4.0,2015-2016,19751018-0039,100.0,I-2983
1128,4.0,2015-2016,19921201-0094,140.0,I-2983
1030,4.0,2015-2016,19570826-0012,240.0,I-2984
1030,4.0,2015-2016,19790708-0041,140.0,I-2984
1009,1.0,2015-2016,19620522-0023,240.0,I-2985
1009,1.0,2015-2016,19790426-0049,120.0,I-2985
1248,3.0,2016-2017,19570615-0011,240.0,I-2986
1248,3.0,2016-2017,19790702-0038,140.0,I-2986
1248,3.0,2016-2017,19900520-0063,120.0,I-2986
1208,3.0,2016-2017,19640220-0029,260.0,I-2987
1208,3.0,2016-2017,19781217-0053,120.0,I-2987
1159,1.0,2016-2017,19611219-0014,280.0,I-2988
1159,1.0,2016-2017,19750331-0036,140.0,I-2988
1080,2.0,2016-2017,19620831-0024,280.0,I-2989
1080,2.0,2016-2017,19780815-0047,100.0,I-2989
1080,2.0,2016-2017,19900201-0074,120.0,I-2989
1179,3.0,2016-2017,19690408-0009,280.0,I-2990
1179,3.0,2016-2017,19780602-0035,100.0,I-2990
1148,4.0,2016-2017,19580218-0007,240.0,I-2991
1148,4.0,2016-2017,19780317-0052,140.0,I-2991
1132,4.0,2016-2017,19560812-0016,260.0,I-2992
1132,4.0,2016-2017,19790426-0049,120.0,I-2992
1132,4.0,2016-2017,19930221-0139,120.0,I-2992
1085,3.0,2016-2017,19561222-0030,280.0,I-2993
1085,3.0,2016-2017,19790618-0048,100.0,I-2993
1085,3.0,2016-2017,19920826-0088,100.0,I-2993
1053,1.0,2016-2017,19630126-0001,240.0,I-2994
1053,1.0,2016-2017,19750102-0059,120.0,I-2994
1036,3.0,2016-2017,19570615-0011,260.0,I-2995
1036,3.0,2016-2017,19761024-0034,100.0,I-2995
1260,3.0,2017-2018,19620522-0023,240.0,I-2996
1260,3.0,2017-2018,19750906-0032,100.0,I-2996
1260,3.0,2017-2018,19931226-0118,100.0,I-2996
1060,2.0,2017-2018,19620831-0024,240.0,I-2997
1060,2.0,2017-2018,19781125-0031,100.0,I-2997
1060,2.0,2017-2018,19930829-0082,100.0,I-2997
1218,3.0,2017-2018,19561222-0030,280.0,I-2998
1218,3.0,2017-2018,19781130-0054,100.0,I-2998
1218,3.0,2017-2018,19901002-0085,140.0,I-2998
1165,1.0,2017-2018,19570615-0011,280.0,I-2999
1165,1.0,2017-2018,19790708-0041,140.0,I-2999
1011,2.0,2017-2018,19570615-0011,260.0,I-3000
1011,2.0,2017-2018,19781217-0053,140.0,I-3000
1216,2.0,2017-2018,19560705-0025,260.0,I-3001
1216,2.0,2017-2018,19781217-0053,120.0,I-3001
1120,3.0,2017-2018,19580515-0017,280.0,I-3002
1120,3.0,2017-2018,19750102-0059,120.0,I-3002
1049,4.0,2017-2018,19690408-0009,280.0,I-3003
1049,4.0,2017-2018,19781125-0031,140.0,I-3003
1049,4.0,2017-2018,19910927-0128,120.0,I-3003
1036,4.0,2017-2018,19601021-0018,260.0,I-3004
1036,4.0,2017-2018,19761009-0055,140.0,I-3004
1286,1.0,2018-2019,19601021-0018,280.0,I-3005
1286,1.0,2018-2019,19761009-0055,100.0,I-3005
1286,1.0,2018-2019,19901219-0125,140.0,I-3005
1274,2.0,2018-2019,19570826-0012,280.0,I-3006
1274,2.0,2018-2019,19750331-0036,100.0,I-3006
1274,2.0,2018-2019,19921127-0120,100.0,I-3006
1222,1.0,2018-2019,19600814-0002,260.0,I-3007
1222,1.0,2018-2019,19770224-0058,120.0,I-3007
1222,1.0,2018-2019,19930228-0086,120.0,I-3007
1206,3.0,2018-2019,19590129-0004,260.0,I-3008
1206,3.0,2018-2019,19761024-0034,120.0,I-3008
1058,4.0,2018-2019,19570615-0011,280.0,I-3009
1058,4.0,2018-2019,19750512-0043,120.0,I-3009
1248,3.0,2018-2019,19620522-0023,240.0,I-3010
1248,3.0,2018-2019,19790708-0041,100.0,I-3010
1248,3.0,2018-2019,19901219-0125,140.0,I-3010
1219,4.0,2018-2019,19640220-0029,260.0,I-3011
1219,4.0,2018-2019,19750722-0060,120.0,I-3011
1098,1.0,2018-2019,19650303-0019,240.0,I-3012
1098,1.0,2018-2019,19780815-0047,100.0,I-3012
1049,4.0,2018-2019,19590129-0004,260.0,I-3013
1049,4.0,2018-2019,19790426-0049,100.0,I-3013
1049,4.0,2018-2019,19930414-0106,120.0,I-3013
1285,3.0,2019-2020,19640414-0013,280.0,I-3014
1285,3.0,2019-2020,19790702-0038,100.0,I-3014
1285,3.0,2019-2020,19901011-0119,140.0,I-3014
1252,2.0,2019-2020,19580515-0017,280.0,I-3015
1252,2.0,2019-2020,19751018-0039,140.0,I-3015
1252,2.0,2019-2020,19900201-0074,120.0,I-3015
1104,2.0,2019-2020,19570615-0011,240.0,I-3016
1104,2.0,2019-2020,19790717-0045,120.0,I-3016
1282,2.0,2019-2020,19560612-0010,240.0,I-3017
1282,2.0,2019-2020,19781217-0053,140.0,I-3017
1235,3.0,2019-2020,19690408-0009,240.0,I-3018
1235,3.0,2019-2020,19771013-0040,140.0,I-3018
1235,3.0,2019-2020,19920320-0121,120.0,I-3018
1215,3.0,2019-2020,19690917-0022,280.0,I-3019
1215,3.0,2019-2020,19780317-0052,120.0,I-3019
1107,4.0,2019-2020,19600905-0003,280.0,I-3020
1107,4.0,2019-2020,19750331-0036,140.0,I-3020
1107,4.0,2019-2020,19900430-0112,100.0,I-3020
1084,3.0,2019-2020,19640414-0013,260.0,I-3021
1084,3.0,2019-2020,19790708-0041,120.0,I-3021
1084,3.0,2019-2020,19900119-0104,140.0,I-3021
1045,2.0,2019-2020,19590129-0004,240.0,I-3022
1045,2.0,2019-2020,19771013-0040,100.0,I-3022
1297,4.0,2020-2021,19570826-0012,280.0,I-3023
1297,4.0,2020-2021,19770713-0042,100.0,I-3023
1297,4.0,2020-2021,19910921-0136,100.0,I-3023
1171,1.0,2020-2021,19600814-0002,260.0,I-3024
1171,1.0,2020-2021,19781130-0054,120.0,I-3024
1100,1.0,2020-2021,19690513-0015,240.0,I-3025
1100,1.0,2020-2021,19780815-0047,120.0,I-3025
1005,4.0,2020-2021,19690513-0015,240.0,I-3026
1005,4.0,2020-2021,19761009-0055,100.0,I-3026
1272,1.0,2020-2021,19620424-0026,260.0,I-3027
1272,1.0,2020-2021,19790618-0048,100.0,I-3027
1263,4.0,2020-2021,19610918-0027,240.0,I-3028
1263,4.0,2020-2021,19750906-0032,120.0,I-3028
1207,2.0,2020-2021,19600905-0003,260.0,I-3029
1207,2.0,2020-2021,19790702-0038,140.0,I-3029
1175,3.0,2020-2021,19650303-0019,240.0,I-3030
1175,3.0,2020-2021,19790717-0045,100.0,I-3030
1175,3.0,2020-2021,19921201-0094,140.0,I-3030
1156,1.0,2020-2021,19570828-0008,280.0,I-3031
1156,1.0,2020-2021,19771013-0040,100.0,I-3031
1156,1.0,2020-2021,19930919-0137,120.0,I-3031
1204,2.0,2021-2022,19610918-0027,260.0,I-3032
1204,2.0,2021-2022,19790717-0045,140.0,I-3032
1204,2.0,2021-2022,19921123-0108,120.0,I-3032
1109,4.0,2021-2022,19570615-0011,240.0,I-3033
1109,4.0,2021-2022,19790717-0045,140.0,I-3033
1109,4.0,2021-2022,19930829-0082,120.0,I-3033
1223,4.0,2021-2022,19590129-0004,260.0,I-3034
1223,4.0,2021-2022,19750122-0056,140.0,I-3034
1179,3.0,2021-2022,19640414-0013,240.0,I-3035
1179,3.0,2021-2022,19781217-0053,100.0,I-3035
1179,3.0,2021-2022,19900321-0080,120.0,I-3035
1152,2.0,2021-2022,19640220-0029,280.0,I-3036
1152,2.0,2021-2022,19750705-0033,140.0,I-3036
1152,2.0,2021-2022,19900616-0124,120.0,I-3036
1157,4.0,2021-2022,19620831-0024,240.0,I-3037
1157,4.0,2021-2022,19750331-0036,140.0,I-3037
1157,4.0,2021-2022,19911025-0091,140.0,I-3037
1140,1.0,2021-2022,19630126-0001,240.0,I-3038
1140,1.0,2021-2022,19771013-0040,120.0,I-3038
1140,1.0,2021-2022,19900818-0116,100.0,I-3038
1064,4.0,2021-2022,19601021-0018,240.0,I-3039
1064,4.0,2021-2022,19750417-0051,100.0,I-3039
1056,1.0,2021-2022,19620424-0026,280.0,I-3040
1056,1.0,2021-2022,19750906-0032,140.0,I-3040
1014,1.0,2021-2022,19650303-0019,240.0,I-3041
1014,1.0,2021-2022,19781130-0054,140.0,I-3041
1090,1.0,2022-2023,19610620-0006,280.0,I-3042
1090,1.0,2022-2023,19780815-0047,120.0,I-3042
1213,4.0,2022-2023,19600905-0003,280.0,I-3043
1213,4.0,2022-2023,19780424-0057,120.0,I-3043
1213,4.0,2022-2023,19900801-0130,100.0,I-3043
1155,2.0,2022-2023,19650303-0019,260.0,I-3044
1155,2.0,2022-2023,19761009-0055,140.0,I-3044
1112,2.0,2022-2023,19630126-0001,260.0,I-3045
1112,2.0,2022-2023,19770224-0058,100.0,I-3045
1112,2.0,2022-2023,19900909-0123,100.0,I-3045
1037,4.0,2022-2023,19560812-0016,240.0,I-3046
1037,4.0,2022-2023,19781125-0031,140.0,I-3046
1227,4.0,2022-2023,19611219-0014,280.0,I-3047
1227,4.0,2022-2023,19781125-0031,120.0,I-3047
1227,4.0,2022-2023,19910101-0133,140.0,I-3047
1118,2.0,2022-2023,19600529-0021,280.0,I-3048
1118,2.0,2022-2023,19750705-0033,120.0,I-3048
1038,3.0,2022-2023,19560612-0010,260.0,I-3049
1038,3.0,2022-2023,19760524-0046,140.0,I-3049
1033,4.0,2022-2023,19580218-0007,240.0,I-3050
1033,4.0,2022-2023,19790702-0038,100.0,I-3050
1122,2.0,2023-2024,19560812-0016,260.0,I-3051
1122,2.0,2023-2024,19790702-0038,120.0,I-3051
1122,2.0,2023-2024,19900201-0074,120.0,I-3051
1273,4.0,2023-2024,19570826-0012,280.0,I-3052
1273,4.0,2023-2024,19750122-0056,120.0,I-3052
1273,4.0,2023-2024,19930228-0086,120.0,I-3052
1126,4.0,2023-2024,19630126-0001,280.0,I-3053
1126,4.0,2023-2024,19751018-0039,100.0,I-3053
1115,4.0,2023-2024,19600529-0021,280.0,I-3054
1115,4.0,2023-2024,19751018-0039,120.0,I-3054
1115,4.0,2023-2024,19900902-0090,100.0,I-3054
1134,4.0,2023-2024,19660630-0020,280.0,I-3055
1134,4.0,2023-2024,19780602-0035,100.0,I-3055
1082,4.0,2023-2024,19580218-0007,240.0,I-3056
1082,4.0,2023-2024,19750102-0059,100.0,I-3056
1082,4.0,2023-2024,19900430-0112,140.0,I-3056
1068,4.0,2023-2024,19620424-0026,260.0,I-3057
1068,4.0,2023-2024,19750102-0059,120.0,I-3057
1052,1.0,2023-2024,19570615-0011,260.0,I-3058
1052,1.0,2023-2024,19761020-0044,100.0,I-3058
1184,4.0,2013-2014,19690408-0009,260.0,I-3059
1184,4.0,2013-2014,19750102-0059,100.0,I-3059
1184,4.0,2013-2014,19920504-0093,100.0,I-3059
1119,3.0,2013-2014,19570826-0012,260.0,I-3060
1119,3.0,2013-2014,19790717-0045,120.0,I-3060
1246,3.0,2013-2014,19630126-0001,240.0,I-3061
1246,3.0,2013-2014,19751018-0039,120.0,I-3061
1246,3.0,2013-2014,19910327-0096,140.0,I-3061
1192,2.0,2013-2014,19610918-0027,280.0,I-3062
1192,2.0,2013-2014,19760108-0050,100.0,I-3062
1180,2.0,2013-2014,19560612-0010,240.0,I-3063
1180,2.0,2013-2014,19780317-0052,140.0,I-3063
1180,2.0,2013-2014,19931212-0079,100.0,I-3063
1177,2.0,2013-2014,19600814-0002,240.0,I-3064
1177,2.0,2013-2014,19750331-0036,140.0,I-3064
1177,2.0,2013-2014,19900520-0063,120.0,I-3064
1252,2.0,2013-2014,19620424-0026,260.0,I-3065
1252,2.0,2013-2014,19761009-0055,100.0,I-3065
1220,1.0,2013-2014,19570828-0008,280.0,I-3066
1220,1.0,2013-2014,19770224-0058,120.0,I-3066
1220,1.0,2013-2014,19921218-0101,120.0,I-3066
1175,4.0,2013-2014,19600814-0002,280.0,I-3067
1175,4.0,2013-2014,19750331-0036,120.0,I-3067
1080,1.0,2013-2014,19680712-0028,280.0,I-3068
1080,1.0,2013-2014,19760524-0046,100.0,I-3068
1077,1.0,2013-2014,19611219-0014,280.0,I-3069
1077,1.0,2013-2014,19780815-0047,100.0,I-3069
1284,4.0,2014-2015,19570828-0008,260.0,I-3070
1284,4.0,2014-2015,19770224-0058,120.0,I-3070
1284,4.0,2014-2015,19930302-0135,100.0,I-3070
1213,4.0,2014-2015,19680712-0028,260.0,I-3071
1213,4.0,2014-2015,19760108-0050,140.0,I-3071
1213,4.0,2014-2015,19910101-0133,120.0,I-3071
1122,2.0,2014-2015,19650303-0019,240.0,I-3072
1122,2.0,2014-2015,19750722-0060,120.0,I-3072
1122,2.0,2014-2015,19901219-0125,100.0,I-3072
1052,4.0,2014-2015,19640414-0013,280.0,I-3073
1052,4.0,2014-2015,19780424-0057,140.0,I-3073
1052,4.0,2014-2015,19930512-0117,140.0,I-3073
1207,3.0,2014-2015,19620522-0023,240.0,I-3074
1207,3.0,2014-2015,19780424-0057,100.0,I-3074
1197,2.0,2014-2015,19640220-0029,240.0,I-3075
1197,2.0,2014-2015,19750102-0059,140.0,I-3075
1167,4.0,2014-2015,19600905-0003,240.0,I-3076
1167,4.0,2014-2015,19780602-0035,140.0,I-3076
1154,2.0,2014-2015,19690917-0022,280.0,I-3077
1154,2.0,2014-2015,19750417-0051,100.0,I-3077
1128,4.0,2014-2015,19590129-0004,240.0,I-3078
1128,4.0,2014-2015,19751018-0039,120.0,I-3078
1128,4.0,2014-2015,19911116-0069,100.0,I-3078
1145,4.0,2015-2016,19690917-0022,260.0,I-3079
1145,4.0,2015-2016,19750122-0056,140.0,I-3079
1061,3.0,2015-2016,19600905-0003,260.0,I-3080
1061,3.0,2015-2016,19780602-0035,140.0,I-3080
1061,3.0,2015-2016,19921123-0108,120.0,I-3080
1147,1.0,2015-2016,19640414-0013,280.0,I-3081
1147,1.0,2015-2016,19790717-0045,140.0,I-3081
1147,1.0,2015-2016,19901026-0111,120.0,I-3081
1128,4.0,2015-2016,19680712-0028,240.0,I-3082
1128,4.0,2015-2016,19790708-0041,140.0,I-3082
1128,4.0,2015-2016,19931212-0079,100.0,I-3082
1207,2.0,2015-2016,19561222-0030,240.0,I-3083
1207,2.0,2015-2016,19750417-0051,140.0,I-3083
1188,4.0,2015-2016,19600905-0003,260.0,I-3084
1188,4.0,2015-2016,19780815-0047,140.0,I-3084
1188,4.0,2015-2016,19930709-0100,120.0,I-3084
1120,1.0,2015-2016,19580515-0017,260.0,I-3085
1120,1.0,2015-2016,19781130-0054,140.0,I-3085
1120,1.0,2015-2016,19921002-0129,120.0,I-3085
1103,2.0,2015-2016,19610918-0027,280.0,I-3086
1103,2.0,2015-2016,19790702-0038,140.0,I-3086
1103,2.0,2015-2016,19901108-0087,140.0,I-3086
1229,1.0,2016-2017,19561222-0030,260.0,I-3087
1229,1.0,2016-2017,19761009-0055,140.0,I-3087
1229,1.0,2016-2017,19901219-0125,140.0,I-3087
1036,1.0,2016-2017,19690917-0022,260.0,I-3088
1036,1.0,2016-2017,19780602-0035,140.0,I-3088
1036,1.0,2016-2017,19900616-0124,100.0,I-3088
1203,4.0,2016-2017,19690408-0009,260.0,I-3089
1203,4.0,2016-2017,19781125-0031,140.0,I-3089
1095,3.0,2016-2017,19580218-0007,260.0,I-3090
1095,3.0,2016-2017,19750102-0059,140.0,I-3090
1095,3.0,2016-2017,19930709-0100,100.0,I-3090
1265,3.0,2016-2017,19610620-0006,240.0,I-3091
1265,3.0,2016-2017,19750331-0036,140.0,I-3091
1265,3.0,2016-2017,19910403-0131,140.0,I-3091
1165,1.0,2016-2017,19610620-0006,260.0,I-3092
1165,1.0,2016-2017,19780424-0057,120.0,I-3092
1165,1.0,2016-2017,19900801-0130,100.0,I-3092
1125,1.0,2016-2017,19580218-0007,240.0,I-3093
1125,1.0,2016-2017,19750906-0032,140.0,I-3093
1125,1.0,2016-2017,19930709-0100,100.0,I-3093
1052,1.0,2016-2017,19620424-0026,260.0,I-3094
1052,1.0,2016-2017,19750906-0032,120.0,I-3094
1052,1.0,2016-2017,19900520-0063,140.0,I-3094
1022,2.0,2016-2017,19610623-0005,260.0,I-3095
1022,2.0,2016-2017,19750417-0051,100.0,I-3095
1003,2.0,2016-2017,19640220-0029,280.0,I-3096
1003,2.0,2016-2017,19770224-0058,100.0,I-3096
1003,2.0,2016-2017,19921208-0097,100.0,I-3096
1011,1.0,2017-2018,19570828-0008,260.0,I-3097
1011,1.0,2017-2018,19760524-0046,140.0,I-3097
1172,3.0,2017-2018,19570826-0012,280.0,I-3098
1172,3.0,2017-2018,19750102-0059,100.0,I-3098
1172,3.0,2017-2018,19921218-0101,100.0,I-3098
1095,1.0,2017-2018,19640414-0013,260.0,I-3099
1095,1.0,2017-2018,19780815-0047,120.0,I-3099
1095,1.0,2017-2018,19900119-0104,140.0,I-3099
1277,4.0,2017-2018,19560705-0025,260.0,I-3100
1277,4.0,2017-2018,19750331-0036,120.0,I-3100
1188,2.0,2017-2018,19660630-0020,280.0,I-3101
1188,2.0,2017-2018,19750122-0056,100.0,I-3101
1126,4.0,2017-2018,19610918-0027,240.0,I-3102
1126,4.0,2017-2018,19781130-0054,140.0,I-3102
1126,4.0,2017-2018,19920226-0075,100.0,I-3102
1066,3.0,2017-2018,19690917-0022,260.0,I-3103
1066,3.0,2017-2018,19780317-0052,120.0,I-3103
1042,1.0,2017-2018,19600905-0003,280.0,I-3104
1042,1.0,2017-2018,19790702-0038,100.0,I-3104
1042,1.0,2017-2018,19910514-0068,100.0,I-3104
1006,2.0,2017-2018,19610623-0005,260.0,I-3105
1006,2.0,2017-2018,19790426-0049,140.0,I-3105
1178,2.0,2018-2019,19570615-0011,280.0,I-3106
1178,2.0,2018-2019,19750331-0036,100.0,I-3106
1144,4.0,2018-2019,19630126-0001,260.0,I-3107
1144,4.0,2018-2019,19750102-0059,100.0,I-3107
1283,1.0,2018-2019,19640414-0013,260.0,I-3108
1283,1.0,2018-2019,19790618-0048,140.0,I-3108
1191,2.0,2018-2019,19690408-0009,280.0,I-3109
1191,2.0,2018-2019,19750331-0036,140.0,I-3109
1288,2.0,2018-2019,19640220-0029,240.0,I-3110
1288,2.0,2018-2019,19760108-0050,120.0,I-3110
1242,3.0,2018-2019,19610918-0027,280.0,I-3111
1242,3.0,2018-2019,19761020-0044,120.0,I-3111
1231,3.0,2018-2019,19600529-0021,260.0,I-3112
1231,3.0,2018-2019,19760108-0050,100.0,I-3112
1231,3.0,2018-2019,19910514-0068,100.0,I-3112
1183,1.0,2018-2019,19570828-0008,260.0,I-3113
1183,1.0,2018-2019,19761020-0044,120.0,I-3113
1183,1.0,2018-2019,19921127-0120,120.0,I-3113
1161,4.0,2018-2019,19680712-0028,260.0,I-3114
1161,4.0,2018-2019,19750331-0036,100.0,I-3114
1161,4.0,2018-2019,19920320-0121,120.0,I-3114
1114,3.0,2018-2019,19600529-0021,260.0,I-3115
1114,3.0,2018-2019,19751018-0039,140.0,I-3115
1119,4.0,2019-2020,19630126-0001,240.0,I-3116
1119,4.0,2019-2020,19750906-0032,100.0,I-3116
1119,4.0,2019-2020,19930906-0110,100.0,I-3116
1299,1.0,2019-2020,19690513-0015,260.0,I-3117
1299,1.0,2019-2020,19761020-0044,120.0,I-3117
1299,1.0,2019-2020,19920206-0072,140.0,I-3117
1067,3.0,2019-2020,19640220-0029,240.0,I-3118
1067,3.0,2019-2020,19751018-0039,100.0,I-3118
1067,3.0,2019-2020,19910206-0081,100.0,I-3118
1279,3.0,2019-2020,19640220-0029,280.0,I-3119
1279,3.0,2019-2020,19750417-0051,140.0,I-3119
1244,1.0,2019-2020,19640220-0029,280.0,I-3120
1244,1.0,2019-2020,19760524-0046,140.0,I-3120
1244,1.0,2019-2020,19900124-0064,140.0,I-3120
1149,4.0,2019-2020,19690408-0009,280.0,I-3121
1149,4.0,2019-2020,19780424-0057,100.0,I-3121
1149,4.0,2019-2020,19910820-0078,140.0,I-3121
1010,3.0,2019-2020,19640220-0029,260.0,I-3122
1010,3.0,2019-2020,19781217-0053,140.0,I-3122
1010,3.0,2019-2020,19901108-0087,120.0,I-3122
1221,2.0,2020-2021,19580218-0007,240.0,I-3123
1221,2.0,2020-2021,19761009-0055,140.0,I-3123
1197,4.0,2020-2021,19600529-0021,260.0,I-3124
1197,4.0,2020-2021,19770224-0058,120.0,I-3124
1038,3.0,2020-2021,19580515-0017,240.0,I-3125
1038,3.0,2020-2021,19750102-0059,120.0,I-3125
1038,3.0,2020-2021,19920917-0109,120.0,I-3125
1285,3.0,2020-2021,19690917-0022,240.0,I-3126
1285,3.0,2020-2021,19790618-0048,140.0,I-3126
1285,3.0,2020-2021,19921201-0094,100.0,I-3126
1243,3.0,2020-2021,19610918-0027,240.0,I-3127
1243,3.0,2020-2021,19750417-0051,140.0,I-3127
1243,3.0,2020-2021,19900723-0126,100.0,I-3127
1179,2.0,2020-2021,19610623-0005,260.0,I-3128
1179,2.0,2020-2021,19750906-0032,120.0,I-3128
1179,2.0,2020-2021,19910403-0103,120.0,I-3128
1029,1.0,2020-2021,19640414-0013,280.0,I-3129
1029,1.0,2020-2021,19760524-0046,120.0,I-3129
1029,1.0,2020-2021,19921002-0129,100.0,I-3129
1021,1.0,2020-2021,19690513-0015,240.0,I-3130
1021,1.0,2020-2021,19790618-0048,100.0,I-3130
1246,4.0,2021-2022,19690513-0015,240.0,I-3131
1246,4.0,2021-2022,19750331-0036,120.0,I-3131
1267,4.0,2021-2022,19560812-0016,280.0,I-3132
1267,4.0,2021-2022,19790618-0048,140.0,I-3132
1181,1.0,2021-2022,19560705-0025,280.0,I-3133
1181,1.0,2021-2022,19790717-0045,120.0,I-3133
1084,4.0,2021-2022,19690917-0022,240.0,I-3134
1084,4.0,2021-2022,19750722-0060,140.0,I-3134
1025,2.0,2021-2022,19640220-0029,260.0,I-3135
1025,2.0,2021-2022,19790708-0041,120.0,I-3135
1254,4.0,2021-2022,19650303-0019,280.0,I-3136
1254,4.0,2021-2022,19761009-0055,120.0,I-3136
1222,4.0,2021-2022,19620424-0026,240.0,I-3137
1222,4.0,2021-2022,19780815-0047,140.0,I-3137
1222,4.0,2021-2022,19920602-0073,140.0,I-3137
1150,4.0,2021-2022,19640414-0013,280.0,I-3138
1150,4.0,2021-2022,19750331-0036,140.0,I-3138
1056,2.0,2021-2022,19650303-0019,260.0,I-3139
1056,2.0,2021-2022,19760524-0046,100.0,I-3139
1015,1.0,2021-2022,19690917-0022,240.0,I-3140
1015,1.0,2021-2022,19750220-0037,140.0,I-3140
1123,2.0,2022-2023,19580218-0007,240.0,I-3141
1123,2.0,2022-2023,19790702-0038,100.0,I-3141
1202,2.0,2022-2023,19570615-0011,280.0,I-3142
1202,2.0,2022-2023,19790717-0045,140.0,I-3142
1168,3.0,2022-2023,19590129-0004,280.0,I-3143
1168,3.0,2022-2023,19750705-0033,120.0,I-3143
1168,3.0,2022-2023,19900124-0064,120.0,I-3143
1295,1.0,2022-2023,19580218-0007,280.0,I-3144
1295,1.0,2022-2023,19781125-0031,120.0,I-3144
1207,3.0,2022-2023,19660630-0020,280.0,I-3145
1207,3.0,2022-2023,19781217-0053,140.0,I-3145
1208,3.0,2022-2023,19640220-0029,280.0,I-3146
1208,3.0,2022-2023,19750122-0056,100.0,I-3146
1102,2.0,2022-2023,19690917-0022,260.0,I-3147
1102,2.0,2022-2023,19781217-0053,100.0,I-3147
1201,3.0,2023-2024,19650303-0019,260.0,I-3148
1201,3.0,2023-2024,19781125-0031,120.0,I-3148
1201,3.0,2023-2024,19920828-0070,120.0,I-3148
1015,1.0,2023-2024,19640414-0013,260.0,I-3149
1015,1.0,2023-2024,19750906-0032,140.0,I-3149
1015,1.0,2023-2024,19930919-0137,140.0,I-3149
1270,4.0,2023-2024,19560612-0010,240.0,I-3150
1270,4.0,2023-2024,19750122-0056,140.0,I-3150
1270,4.0,2023-2024,19900909-0123,100.0,I-3150
1260,3.0,2023-2024,19610918-0027,260.0,I-3151
1260,3.0,2023-2024,19781217-0053,140.0,I-3151
1231,3.0,2023-2024,19601021-0018,280.0,I-3152
1231,3.0,2023-2024,19790702-0038,100.0,I-3152
1249,3.0,2023-2024,19610918-0027,240.0,I-3153
1249,3.0,2023-2024,19781217-0053,140.0,I-3153
1249,3.0,2023-2024,19900201-0074,100.0,I-3153
1212,2.0,2023-2024,19570615-0011,240.0,I-3154
1212,2.0,2023-2024,19790702-0038,120.0,I-3154
1212,2.0,2023-2024,19930512-0117,120.0,I-3154
1189,4.0,2023-2024,19590129-0004,280.0,I-3155
1189,4.0,2023-2024,19790618-0048,100.0,I-3155
1154,1.0,2023-2024,19580218-0007,280.0,I-3156
1154,1.0,2023-2024,19750512-0043,120.0,I-3156
1154,1.0,2023-2024,19920602-0073,100.0,I-3156
1021,1.0,2023-2024,19650303-0019,280.0,I-3157
1021,1.0,2023-2024,19790717-0045,140.0,I-3157
1050,3.0,2013-2014,19690917-0022,280.0,I-3158
1050,3.0,2013-2014,19781217-0053,140.0,I-3158
1050,3.0,2013-2014,19911025-0091,120.0,I-3158
1263,3.0,2013-2014,19600814-0002,280.0,I-3159
1263,3.0,2013-2014,19750906-0032,100.0,I-3159
1263,3.0,2013-2014,19910214-0084,100.0,I-3159
1147,4.0,2013-2014,19690917-0022,280.0,I-3160
1147,4.0,2013-2014,19780424-0057,140.0,I-3160
1247,4.0,2013-2014,19600529-0021,260.0,I-3161
